Arrival_time1,Burst_time1,Arrival_time2,Burst_time2,Arrival_time3,Burst_time3,Arrival_time4,Burst_time4,Arrival_time5,Burst_time5,Labels
0,3,6,14,6,1,2,19,1,3,SJF
9,9,1,19,6,7,0,3,10,2,SRTF
10,20,7,10,1,8,6,2,5,16,SRTF
8,10,8,5,4,15,7,15,5,20,FCFS
0,2,8,4,6,1,3,19,9,10,SRTF
6,9,7,7,2,20,10,13,6,16,FCFS
3,9,1,11,4,9,9,13,3,14,FCFS
1,11,8,20,6,2,8,18,5,4,SRTF
10,6,2,14,0,2,7,6,4,6,SRTF
4,2,3,3,6,3,4,18,3,6,SJF
7,16,6,2,4,5,0,11,10,5,SRTF
5,4,3,16,3,13,0,12,2,6,SRTF
9,11,3,1,9,7,10,2,10,6,RR
3,11,2,16,0,17,0,10,9,16,SJF
9,11,3,6,1,19,1,10,2,6,SRTF
4,1,6,4,5,6,2,5,10,7,FCFS
2,11,1,13,8,7,8,7,9,4,SRTF
10,18,10,6,0,16,4,19,9,6,SRTF
3,11,5,9,1,6,5,13,6,11,SJF
8,11,0,7,1,16,4,9,9,13,SJF
5,20,9,7,5,17,5,19,10,8,SRTF
7,15,5,11,6,16,4,1,0,6,SRTF
8,1,3,20,9,2,2,14,2,11,SRTF
7,9,10,12,5,20,4,17,10,2,SRTF
0,11,10,13,6,10,1,6,9,15,SRTF
2,12,3,5,5,5,10,3,3,17,SRTF
6,10,7,9,4,9,7,11,0,8,SJF
0,11,4,20,8,18,3,7,3,15,SRTF
1,20,9,8,10,8,10,9,7,10,SRTF
2,19,0,10,10,17,2,14,10,20,SJF
2,6,8,1,7,5,0,12,0,9,SRTF
2,5,9,20,9,4,0,5,3,15,SJF
10,11,1,3,0,15,4,20,9,2,SRTF
5,20,0,2,3,19,1,10,8,19,SJF
7,17,1,6,10,2,8,13,4,4,SJF
0,6,5,7,7,13,5,12,6,18,SJF
7,11,7,19,6,20,4,15,6,7,SRTF
3,19,8,10,10,3,1,1,4,17,SRTF
5,4,10,11,0,17,0,13,0,1,SRTF
7,12,4,16,6,5,5,13,4,6,SJF
9,6,8,3,0,17,3,15,1,19,FCFS
0,4,10,13,7,20,6,20,6,17,RR
7,1,7,6,6,20,1,13,4,2,SRTF
9,10,10,16,9,3,6,17,8,11,SRTF
1,6,6,19,0,5,5,2,7,19,SJF
4,7,7,18,10,10,1,15,4,4,SRTF
8,13,0,6,3,4,4,6,9,20,SJF
5,13,1,10,2,20,10,2,4,17,SJF
10,19,10,10,5,13,0,17,2,12,SRTF
4,8,1,15,6,17,0,1,3,16,SRTF
1,7,3,8,8,2,4,4,8,11,SJF
4,12,7,14,10,8,10,12,1,11,SJF
3,7,0,7,8,18,2,7,10,17,SJF
1,9,5,9,8,18,8,1,9,1,SRTF
7,20,10,3,9,4,5,2,6,9,SRTF
8,3,5,6,0,18,1,10,5,1,SRTF
0,12,0,20,8,19,1,2,1,6,SRTF
2,11,5,14,3,17,8,18,9,3,SRTF
0,8,6,20,2,19,9,14,7,10,SJF
8,3,8,8,2,13,4,10,5,10,FCFS
8,11,9,19,4,18,5,16,1,10,SJF
4,2,1,14,1,10,1,12,2,3,SRTF
7,2,0,6,8,13,1,20,1,3,SRTF
10,7,4,13,9,15,4,13,4,4,SRTF
1,7,9,20,7,17,2,19,7,4,SJF
10,17,4,19,8,16,9,13,4,7,SJF
10,2,9,18,6,20,10,9,9,10,SRTF
6,2,3,3,9,5,9,5,2,2,SJF
10,14,5,2,6,2,4,14,3,19,SRTF
10,10,7,3,4,7,4,3,5,6,SJF
4,13,3,20,3,3,8,8,9,10,SRTF
0,6,5,1,6,10,9,5,3,2,SRTF
1,20,1,5,0,9,4,11,7,10,SRTF
3,20,10,15,6,2,1,14,2,19,SRTF
8,3,2,20,8,5,10,8,6,2,SRTF
1,11,3,5,6,7,7,19,4,11,SRTF
4,12,2,18,10,9,6,18,8,9,SRTF
4,8,3,2,5,5,1,15,3,1,SRTF
7,13,8,15,9,17,1,18,1,1,SJF
7,11,0,13,3,8,1,17,5,8,SRTF
0,4,7,8,9,2,6,6,9,2,SRTF
4,9,3,14,1,13,0,15,0,10,SJF
7,3,2,2,0,5,8,4,8,12,SRTF
8,7,3,4,3,4,5,5,9,1,SRTF
10,10,0,1,5,1,9,6,8,3,SJF
8,4,6,18,4,8,8,1,10,8,SRTF
1,3,10,19,2,11,0,19,3,20,SRTF
5,6,4,12,8,9,8,17,2,19,FCFS
10,15,7,18,2,20,10,15,6,2,SRTF
2,19,5,18,8,11,2,20,4,11,SRTF
0,3,9,17,3,5,8,17,6,13,SJF
7,12,3,6,0,13,4,5,1,15,SRTF
1,19,1,5,7,2,2,8,3,6,SRTF
7,13,9,13,1,20,10,7,0,6,SRTF
0,13,4,5,1,12,7,4,3,7,SRTF
10,5,10,15,5,11,9,10,8,19,FCFS
6,19,10,2,5,19,4,14,0,13,SRTF
8,16,5,1,3,4,6,1,1,4,SJF
5,5,2,10,0,15,1,13,10,11,SRTF
3,3,10,17,1,8,3,16,3,16,SRTF
8,16,8,11,9,12,2,12,8,1,SRTF
2,9,3,5,0,7,1,11,2,9,SJF
10,9,2,7,10,13,5,20,10,13,SRTF
3,12,4,19,6,18,3,8,6,2,SRTF
8,11,2,1,3,7,1,8,4,13,SRTF
2,9,9,19,6,3,8,13,5,17,SRTF
2,13,1,2,2,17,9,17,7,1,SRTF
9,20,3,6,5,18,4,1,9,6,SRTF
7,12,8,8,0,3,4,6,5,14,SJF
5,6,7,12,9,12,3,11,3,10,FCFS
10,5,8,14,6,17,6,11,3,19,FCFS
8,8,2,16,1,15,9,10,4,8,SRTF
3,6,5,10,3,17,8,10,4,20,FCFS
7,11,7,19,3,16,9,14,9,9,SRTF
4,9,6,10,10,15,10,6,0,2,SJF
0,19,9,16,8,20,6,20,5,20,SJF
7,2,7,2,5,1,8,11,10,20,FCFS
7,20,3,9,4,12,4,4,9,17,SRTF
10,11,0,18,3,9,8,4,5,18,SRTF
3,16,2,7,9,16,9,19,1,6,SJF
3,4,10,18,10,19,10,10,2,15,SRTF
9,19,7,13,5,7,10,7,7,14,SJF
4,7,4,16,2,17,3,3,2,18,SRTF
2,6,7,11,4,5,10,19,6,5,SJF
6,11,9,4,9,11,7,16,0,17,FCFS
1,9,7,2,10,1,0,14,8,17,SRTF
7,6,9,1,1,14,7,17,1,12,SRTF
2,18,2,16,10,3,1,1,4,19,SRTF
4,1,2,11,1,2,8,10,0,20,SRTF
3,19,5,12,2,17,0,14,3,17,SJF
7,4,5,20,1,19,3,18,6,19,SRTF
5,10,9,14,1,6,3,12,3,16,SJF
9,3,8,18,8,5,8,6,0,14,SRTF
1,1,3,14,5,2,4,13,0,20,SRTF
1,8,5,18,9,17,2,20,0,16,SRTF
1,5,5,5,3,14,7,8,6,9,SJF
1,5,2,13,4,1,4,3,0,14,SRTF
10,3,7,15,10,18,4,16,7,12,FCFS
3,3,1,17,8,19,5,10,0,5,SJF
8,12,0,19,6,19,8,19,0,2,SRTF
9,15,2,8,5,17,8,2,6,3,SRTF
6,5,1,12,9,18,6,8,8,7,SRTF
9,2,9,13,8,5,2,2,3,16,SRTF
9,8,6,16,6,9,5,7,9,8,SJF
8,19,6,17,7,6,8,1,9,12,SRTF
1,9,3,19,3,20,2,10,6,18,SJF
4,5,7,10,0,17,2,19,6,20,FCFS
2,8,1,4,10,12,3,3,9,12,SJF
7,14,2,5,5,19,8,5,10,12,SRTF
5,7,7,8,2,12,10,11,9,14,FCFS
2,15,7,14,9,1,0,6,3,4,SJF
7,13,0,1,4,10,0,17,4,18,SRTF
1,9,3,6,10,5,6,6,1,4,SJF
5,16,1,6,1,2,6,6,6,15,SJF
0,10,5,17,7,8,0,16,0,14,SJF
5,19,10,3,8,18,4,7,4,15,SJF
9,16,9,2,6,8,0,13,2,19,SRTF
5,13,9,19,7,4,8,2,1,5,SRTF
9,8,2,6,1,18,5,6,6,12,SRTF
9,12,1,6,2,8,1,4,0,13,SRTF
0,13,5,10,0,2,1,6,4,3,SRTF
3,6,1,1,4,2,5,10,8,10,SRTF
6,19,2,5,8,19,4,20,7,18,SJF
3,18,6,14,5,19,2,7,4,20,SJF
3,6,3,2,9,19,9,4,2,3,SJF
5,19,0,8,9,2,4,6,0,18,SRTF
2,9,9,14,8,12,6,18,6,18,FCFS
0,11,7,9,4,13,5,11,4,16,SJF
3,20,9,5,2,1,0,11,6,12,SRTF
2,11,2,1,10,3,4,1,2,5,SRTF
4,9,9,8,7,8,7,11,6,19,FCFS
5,20,7,15,9,17,1,4,3,11,SJF
9,20,9,13,2,13,0,16,4,11,SRTF
2,16,9,6,4,19,7,6,7,20,SRTF
3,13,0,8,0,6,7,11,1,19,SJF
8,9,6,6,7,14,1,8,7,12,SJF
0,10,8,13,4,12,6,17,7,10,SJF
5,4,7,10,3,4,2,9,0,12,SRTF
10,8,3,7,5,17,4,14,2,7,SJF
9,7,0,18,9,20,3,16,1,9,SRTF
1,3,3,11,10,4,8,2,2,7,SRTF
3,12,8,15,6,14,0,19,1,12,SRTF
3,10,2,18,10,7,0,18,3,2,SRTF
7,19,6,12,3,18,1,3,3,14,SJF
3,19,3,20,10,20,9,18,2,2,SJF
6,16,5,17,3,13,10,2,10,11,SRTF
3,17,7,14,2,4,7,15,4,12,SJF
8,9,5,6,10,6,1,19,7,20,FCFS
6,18,1,12,0,17,2,15,5,16,SRTF
10,16,8,8,2,9,1,20,5,11,SRTF
1,10,9,17,9,16,9,16,8,18,FCFS
6,17,10,4,1,16,3,19,6,4,SRTF
9,9,0,7,7,11,2,9,10,12,SJF
4,8,5,18,5,12,7,12,10,11,SJF
4,15,10,14,0,16,2,14,7,16,SJF
5,8,8,2,7,16,2,4,0,20,SRTF
2,14,5,1,9,12,3,7,2,1,SRTF
2,17,0,14,0,1,9,19,2,5,SRTF
3,16,0,12,1,7,10,13,10,19,SRTF
7,3,2,2,9,14,8,18,3,6,SJF
2,10,8,11,5,17,6,13,1,12,SRTF
8,1,9,20,8,18,2,11,3,6,SRTF
2,1,1,6,3,12,4,17,9,9,SRTF
5,2,7,1,0,5,0,9,9,3,SRTF
5,19,6,13,9,13,9,17,0,10,SJF
4,4,7,18,4,1,2,12,1,9,SRTF
2,6,8,19,9,12,7,12,3,19,SJF
7,6,10,14,8,18,2,5,6,14,SJF
5,16,8,16,5,6,4,14,8,10,SRTF
9,7,10,10,7,6,7,1,7,8,SJF
4,14,8,3,7,15,7,4,9,5,SRTF
1,4,4,20,9,14,10,17,2,19,SRTF
5,13,3,3,9,5,7,4,0,18,SRTF
6,5,3,20,5,16,3,19,7,3,SRTF
2,2,6,7,8,19,4,6,8,12,SJF
4,8,7,2,5,9,0,9,7,11,SJF
10,15,1,1,3,3,1,13,10,20,SRTF
0,2,6,10,1,12,5,12,0,16,SJF
0,16,3,19,8,19,8,14,10,13,SJF
4,5,3,16,6,9,10,8,8,9,SRTF
3,12,7,14,9,16,3,20,3,20,FCFS
6,8,3,8,9,10,7,3,2,15,SRTF
3,12,9,19,3,10,10,1,5,14,SRTF
4,5,6,13,9,11,6,12,8,15,FCFS
4,13,5,15,9,6,3,15,3,12,SJF
5,6,3,10,0,6,4,3,6,5,SJF
7,16,8,9,0,20,2,1,2,11,SRTF
4,9,5,14,5,10,10,5,6,2,SRTF
1,16,4,12,8,6,7,13,9,19,SRTF
10,10,5,9,0,6,2,12,7,20,SJF
5,4,10,10,7,1,1,9,7,9,SRTF
4,7,4,4,2,14,8,18,8,2,SRTF
7,10,7,15,5,13,3,16,3,2,SRTF
4,7,4,1,6,3,7,19,4,1,SJF
1,9,6,18,4,7,1,16,9,5,SJF
10,17,5,6,10,7,6,10,8,12,SJF
7,18,3,6,8,9,0,5,4,10,SJF
7,9,3,16,2,1,5,3,9,13,SRTF
2,8,0,20,9,16,9,10,9,11,SRTF
0,19,2,1,1,12,6,3,2,9,SRTF
1,8,1,2,7,9,0,13,4,12,SRTF
6,19,5,5,10,16,3,8,4,17,SRTF
1,8,9,14,4,13,3,5,6,1,SRTF
5,11,4,1,6,6,4,20,8,18,SRTF
0,1,10,2,5,19,8,7,3,18,SRTF
2,20,9,7,9,16,8,9,1,7,SRTF
4,5,2,20,1,16,0,20,7,20,SRTF
0,17,10,18,4,13,0,4,5,18,SJF
6,18,5,5,10,8,10,16,6,8,SJF
6,4,10,7,2,19,10,4,8,8,SRTF
5,11,10,13,3,15,3,9,8,10,SJF
2,17,4,17,10,1,3,16,7,1,SRTF
2,11,7,13,4,4,5,9,0,9,SRTF
5,9,9,4,5,14,2,9,3,11,SJF
6,11,8,1,7,17,0,7,2,9,SRTF
9,16,5,16,6,11,6,2,4,16,SRTF
3,11,4,17,1,20,8,9,2,14,SRTF
4,1,6,4,1,5,5,19,0,17,SRTF
9,13,7,9,7,19,3,20,4,1,SRTF
6,12,2,2,5,8,1,1,9,17,SJF
3,15,4,9,8,1,10,1,6,18,SRTF
7,18,4,16,4,8,6,12,9,13,SJF
9,2,9,11,9,1,9,16,2,14,SRTF
9,17,1,10,0,1,9,10,7,19,SJF
2,6,3,15,0,9,3,6,7,9,SRTF
9,5,7,4,3,2,7,1,8,12,RR
0,20,1,9,6,10,2,6,1,18,SRTF
6,15,5,10,5,8,3,5,9,7,SJF
2,19,10,8,6,11,4,19,9,12,SRTF
9,5,10,20,8,7,2,14,4,6,SRTF
2,13,2,9,9,8,4,5,4,12,SRTF
0,1,0,8,4,3,1,5,7,7,SJF
0,11,1,11,6,12,3,9,10,3,SJF
5,8,3,17,3,17,2,5,9,19,SJF
5,11,2,1,8,3,4,11,9,19,SRTF
2,2,10,4,3,9,2,1,6,7,SRTF
9,6,10,8,4,6,7,10,1,15,FCFS
5,1,1,10,6,3,6,20,2,15,SRTF
10,1,8,10,10,1,3,4,7,20,SRTF
0,5,9,5,6,5,9,20,9,16,SJF
7,2,7,17,10,17,2,5,7,15,SJF
8,14,1,1,5,11,7,20,1,4,SJF
8,16,8,11,2,17,4,10,7,13,SRTF
9,13,1,14,9,12,0,11,2,8,SRTF
0,3,9,14,4,17,5,8,1,19,SRTF
7,12,6,13,3,1,0,5,3,19,SRTF
8,12,7,5,7,4,5,14,10,17,FCFS
8,10,3,20,4,18,7,7,2,12,SJF
3,1,4,18,1,15,10,16,10,16,SRTF
10,4,5,11,3,15,3,20,4,6,SRTF
0,14,6,13,1,2,10,19,2,5,SRTF
8,13,5,17,3,12,10,5,4,1,SRTF
7,11,8,8,4,16,10,16,5,20,FCFS
1,14,7,8,10,11,7,4,7,7,SRTF
8,1,0,10,0,5,9,3,3,16,SRTF
10,15,10,14,4,1,10,19,3,8,SRTF
7,5,8,4,8,3,2,12,6,14,FCFS
8,4,5,7,7,16,8,13,1,5,SRTF
2,16,6,1,2,4,3,14,5,4,SJF
4,16,10,18,10,12,9,6,4,16,SRTF
7,1,5,3,7,17,1,6,8,13,SJF
0,8,6,4,9,19,0,10,9,5,SJF
1,6,10,8,1,17,8,7,0,12,SRTF
7,4,0,5,4,9,6,1,3,15,SRTF
10,18,2,12,8,4,3,13,7,5,SRTF
1,12,5,14,8,8,2,9,9,13,SRTF
6,19,0,11,10,18,7,18,2,19,SJF
3,7,2,7,2,17,3,20,4,7,SJF
1,2,10,8,4,20,0,20,2,12,SRTF
10,4,8,7,4,19,5,2,5,13,SRTF
9,15,5,19,0,15,4,16,4,2,SRTF
5,15,4,12,2,11,3,4,9,10,SRTF
8,6,0,12,2,2,2,7,2,11,SRTF
5,14,1,2,5,18,5,20,7,13,SJF
6,3,5,17,7,6,0,5,9,2,SRTF
0,17,3,7,10,18,6,1,5,5,SRTF
6,13,7,3,1,17,2,10,1,4,SRTF
1,5,3,4,7,20,2,7,1,3,SJF
2,11,10,1,2,5,3,14,5,17,SRTF
4,4,4,17,0,16,1,20,8,15,SRTF
3,3,3,8,4,16,10,1,5,7,SRTF
9,18,9,2,2,20,3,17,5,20,SRTF
8,16,2,12,1,10,5,19,3,17,SJF
6,2,1,15,8,8,0,1,0,6,SJF
6,5,2,15,10,13,4,16,9,1,SRTF
9,13,5,12,1,11,6,1,10,10,SRTF
9,8,10,13,4,14,3,13,0,20,FCFS
5,4,3,13,7,15,3,9,9,17,FCFS
10,11,5,8,7,6,8,17,7,3,SRTF
9,18,8,13,9,2,1,18,10,5,SRTF
5,3,1,17,5,6,7,16,7,16,SRTF
8,8,6,14,8,1,4,3,5,17,SRTF
3,8,10,18,6,1,2,16,7,5,SRTF
1,9,4,4,7,11,6,6,7,18,SRTF
3,8,3,7,9,20,8,14,6,13,SJF
8,9,2,6,4,6,3,18,0,12,SRTF
4,10,4,7,7,19,3,1,5,10,SJF
8,6,4,10,4,10,1,18,2,16,FCFS
10,5,5,16,1,4,6,5,7,15,SRTF
5,17,4,19,6,3,4,14,8,3,SRTF
8,17,10,3,5,3,10,8,7,14,SRTF
9,2,3,6,3,4,5,20,0,4,SRTF
8,14,8,5,10,6,9,9,2,8,SJF
0,15,2,13,8,19,8,5,0,17,SRTF
8,11,0,10,5,8,1,9,6,20,SJF
0,11,5,2,5,4,6,4,1,5,SRTF
0,12,9,3,1,10,7,11,8,18,SRTF
10,20,7,11,3,1,9,9,0,20,SRTF
10,11,2,5,5,13,1,7,9,5,SRTF
7,15,1,12,10,16,4,13,7,13,SJF
7,20,9,4,6,2,5,20,10,4,SRTF
8,1,0,11,5,12,4,9,0,16,SRTF
7,15,7,10,9,9,7,20,10,12,FCFS
0,4,3,5,7,11,10,6,8,13,SRTF
1,12,7,12,3,18,4,4,8,2,SRTF
2,2,9,4,5,3,1,17,0,1,SRTF
10,6,1,19,10,16,1,11,2,18,SJF
10,7,1,13,10,16,0,15,8,17,SRTF
6,13,0,12,10,9,0,6,9,12,SJF
10,7,10,4,5,16,4,15,3,15,FCFS
10,12,4,8,4,16,10,9,2,12,SRTF
1,9,9,13,4,8,1,16,0,14,SRTF
2,4,7,1,8,16,9,12,9,12,SRTF
9,3,4,9,8,2,0,13,1,11,SRTF
5,5,6,18,10,17,1,3,3,7,SRTF
5,1,3,20,4,18,9,14,4,11,SRTF
5,15,8,3,10,9,2,18,9,20,FCFS
4,11,6,9,6,7,5,18,1,14,FCFS
1,14,3,18,9,5,6,1,6,2,SRTF
6,7,4,3,5,19,8,6,8,15,SJF
7,9,9,10,5,20,1,2,10,8,SRTF
9,1,10,16,8,11,3,4,2,9,SRTF
3,7,4,20,7,2,4,2,1,16,SRTF
10,20,6,14,4,13,7,13,3,2,SJF
8,1,7,9,8,5,9,13,7,4,FCFS
5,14,10,20,4,18,7,20,2,12,SJF
3,14,4,10,7,10,7,14,2,6,SJF
4,13,7,7,5,6,4,12,3,10,SRTF
1,2,2,20,6,5,4,19,1,3,SJF
6,4,6,1,2,6,1,14,1,11,SRTF
2,12,0,5,8,18,6,4,8,6,SRTF
0,10,10,4,5,18,0,13,9,20,SJF
3,17,8,13,10,14,6,12,7,12,FCFS
8,6,1,2,0,6,0,5,10,7,SRTF
0,11,2,19,9,18,4,17,3,16,SJF
10,12,10,13,6,5,0,19,10,20,SRTF
4,9,5,15,7,7,10,15,3,19,FCFS
3,4,1,2,5,8,3,20,4,11,SJF
8,12,1,6,8,7,1,19,9,15,SRTF
6,17,6,20,9,6,6,17,8,6,SRTF
0,7,10,3,8,8,10,2,7,17,SRTF
9,12,9,20,9,1,9,6,8,3,SRTF
9,14,7,2,3,18,8,4,5,3,SRTF
1,9,9,12,5,7,3,17,1,7,SJF
2,17,4,3,7,13,7,13,6,13,SRTF
2,16,0,18,3,1,6,11,10,17,SRTF
6,8,2,10,8,13,6,17,3,10,SJF
7,20,5,19,6,11,2,10,2,10,SJF
7,13,4,6,4,12,7,13,5,17,FCFS
8,7,10,12,9,20,2,17,4,15,FCFS
7,20,5,13,10,14,9,13,0,16,SJF
2,3,2,20,1,20,0,17,7,13,SRTF
0,18,0,18,8,10,8,8,7,2,SRTF
9,13,9,19,9,2,6,17,1,11,SRTF
3,15,3,13,2,12,9,16,6,11,SJF
3,16,8,5,8,20,3,9,1,14,SRTF
4,20,0,18,1,14,10,13,2,16,SRTF
8,20,6,8,3,19,1,20,10,7,SRTF
0,1,2,20,8,10,6,12,1,9,SJF
2,2,0,6,10,20,9,2,4,7,SRTF
4,4,9,20,0,2,2,11,7,15,SRTF
0,20,5,8,6,14,10,2,4,17,SRTF
10,18,2,11,3,2,4,13,0,13,SRTF
6,5,10,12,3,17,5,9,10,14,SRTF
3,13,4,11,2,7,6,12,1,1,SJF
1,12,10,15,5,5,5,8,7,1,SRTF
4,9,6,1,3,12,1,12,1,6,SJF
3,11,10,11,7,13,9,13,1,4,SJF
3,1,10,18,2,4,2,5,2,6,SRTF
7,5,2,8,6,13,10,5,3,6,SRTF
7,12,4,10,1,4,5,19,3,19,SJF
7,17,10,11,9,9,4,12,10,8,SJF
1,4,2,20,3,17,2,1,5,20,SRTF
0,15,4,13,3,20,9,4,4,9,SRTF
2,4,3,17,2,10,9,14,10,6,SJF
8,1,8,9,6,17,0,1,3,16,SRTF
4,8,7,4,7,2,3,19,6,13,FCFS
5,5,6,6,3,4,1,2,2,17,SJF
6,4,7,15,8,18,9,20,6,15,FCFS
6,6,1,11,8,19,3,9,6,19,SJF
2,7,7,14,1,19,6,16,7,8,SRTF
5,8,1,9,0,3,3,3,2,14,SJF
3,2,7,19,2,11,6,20,5,14,SRTF
5,5,4,19,9,19,7,4,0,4,SRTF
2,20,9,7,8,1,5,13,9,4,SRTF
0,9,7,8,5,9,10,12,3,19,SJF
9,15,6,2,2,2,6,12,1,1,SJF
9,6,3,19,0,7,1,17,6,4,SJF
4,2,7,16,8,18,4,2,8,5,SJF
7,12,2,9,4,15,1,5,10,14,SJF
4,20,3,6,0,12,4,1,7,18,SRTF
1,18,6,3,1,1,3,17,8,20,SRTF
7,15,5,2,5,17,9,12,6,14,SJF
10,5,9,14,7,16,6,15,1,16,FCFS
0,9,8,11,6,3,6,9,3,3,SRTF
2,17,2,15,10,1,1,19,3,20,SRTF
5,10,9,3,8,20,3,14,10,2,SRTF
8,6,5,14,9,18,0,18,0,8,SJF
0,20,8,4,4,15,1,17,5,11,SRTF
3,5,9,13,2,17,7,14,5,12,SRTF
8,7,2,14,5,16,4,9,1,8,SJF
8,2,10,9,2,1,3,13,6,4,SRTF
2,16,10,14,10,18,3,12,0,15,SJF
0,19,1,5,8,15,10,11,6,6,SRTF
0,17,4,12,10,18,3,3,8,8,SRTF
4,4,3,6,4,19,4,15,3,9,SRTF
0,20,2,15,10,8,5,6,7,3,SRTF
7,6,6,12,8,16,1,17,1,15,FCFS
1,10,0,18,5,7,6,16,6,3,SRTF
7,9,0,4,8,17,9,20,7,4,SJF
7,16,2,20,2,5,3,8,6,20,SJF
4,12,7,14,7,18,3,13,6,8,SRTF
6,12,3,7,3,7,4,5,0,4,SJF
7,19,10,13,8,2,2,3,2,19,SRTF
4,14,3,5,3,3,0,4,5,2,SJF
10,7,7,1,8,17,1,6,5,13,SRTF
1,2,0,17,3,16,0,6,8,1,SRTF
7,17,6,14,3,8,0,7,5,12,SJF
8,14,10,11,4,2,3,7,8,17,SRTF
9,2,9,3,8,10,10,5,7,11,FCFS
1,3,6,12,3,7,1,9,5,8,SJF
9,18,4,7,0,11,9,15,10,5,SJF
2,12,4,9,7,13,10,8,9,11,SRTF
4,16,1,18,1,3,7,5,2,20,SRTF
4,11,10,1,7,2,9,11,8,20,FCFS
2,5,1,14,10,18,10,9,5,15,SRTF
7,10,8,2,2,7,0,19,1,16,SRTF
5,12,3,4,0,4,6,20,7,12,SJF
1,12,9,2,9,10,5,19,9,20,FCFS
2,18,9,13,1,1,6,3,10,2,SRTF
0,9,1,15,0,16,7,20,3,6,SJF
6,14,4,6,1,11,0,2,4,12,SRTF
8,8,4,5,6,10,9,16,7,19,FCFS
1,1,8,1,5,8,10,19,0,9,SRTF
4,19,0,10,2,9,3,13,2,16,SJF
9,3,5,14,1,15,9,15,4,10,SRTF
5,3,4,18,2,4,10,3,6,5,SRTF
2,9,6,14,9,5,0,14,7,1,SRTF
10,10,10,7,10,11,7,1,7,16,FCFS
7,11,5,20,3,10,9,13,9,7,SJF
10,6,7,2,9,9,3,15,10,7,FCFS
7,7,0,16,10,9,9,13,1,14,SRTF
4,14,10,1,3,19,2,5,4,3,SJF
6,13,3,14,2,16,4,1,2,17,SRTF
6,19,5,16,7,7,6,15,7,5,SRTF
9,5,8,15,4,2,5,3,3,19,SRTF
6,12,3,4,9,14,3,10,2,6,SRTF
7,2,1,18,6,17,9,18,7,17,FCFS
10,15,6,10,8,18,2,6,9,17,SJF
8,4,1,14,7,11,2,1,2,15,SRTF
4,13,4,7,2,14,0,7,8,15,SJF
1,3,7,2,6,3,1,17,9,16,FCFS
8,4,7,4,10,7,2,9,6,1,SRTF
0,1,3,12,8,18,1,12,9,4,SJF
8,6,3,11,3,19,3,5,0,16,SRTF
4,15,9,10,3,10,1,6,3,4,SJF
6,6,7,12,2,19,0,1,1,9,SJF
7,5,9,8,5,18,5,12,7,16,FCFS
2,12,7,8,1,14,9,2,9,3,SRTF
0,17,8,16,10,1,6,19,8,18,SRTF
9,12,10,19,4,13,8,18,8,2,SRTF
2,19,6,9,6,17,8,7,1,20,SRTF
3,4,4,17,0,2,0,16,0,17,SRTF
8,7,8,12,3,9,5,5,0,8,SJF
10,10,3,17,3,12,5,5,0,17,SRTF
7,2,7,19,10,15,3,16,10,7,SRTF
4,6,0,9,3,3,3,7,9,20,SRTF
9,12,2,4,7,9,2,10,3,2,SRTF
2,6,0,18,2,13,9,7,9,11,SRTF
4,10,2,18,1,2,1,7,10,14,SJF
5,3,2,19,0,9,5,3,6,20,SRTF
4,11,1,15,5,12,5,1,3,15,SRTF
1,11,2,13,0,1,2,1,6,20,SRTF
3,13,6,11,7,4,5,11,9,18,SRTF
10,6,5,15,10,2,10,17,1,1,SRTF
8,20,10,10,4,7,6,16,10,15,SJF
4,12,2,20,3,17,5,8,7,20,SRTF
6,20,2,12,3,18,1,15,7,9,SRTF
3,14,8,8,2,9,0,18,6,10,SRTF
4,12,2,7,10,4,2,15,0,18,SRTF
1,2,6,19,6,20,2,11,6,4,SRTF
2,2,1,8,1,10,1,6,0,19,SRTF
2,14,2,12,2,14,0,17,9,1,SRTF
6,13,7,5,6,12,1,7,3,4,SRTF
10,1,8,10,7,16,9,4,6,4,SJF
0,3,3,1,6,17,6,6,1,18,SRTF
8,9,4,13,10,18,6,9,4,19,FCFS
8,4,7,6,2,20,5,16,8,13,FCFS
2,4,4,13,2,13,4,14,1,6,SRTF
4,3,10,2,2,18,2,8,3,8,SRTF
4,13,9,8,1,7,3,10,7,18,SRTF
9,11,4,1,5,10,8,11,8,15,SJF
2,15,1,18,9,8,2,4,9,18,SRTF
7,2,9,9,6,17,6,9,4,8,SRTF
2,6,0,3,7,14,0,18,6,9,SJF
8,5,8,8,7,4,0,4,2,8,SRTF
1,10,7,1,4,19,8,12,5,10,SRTF
10,13,9,18,1,3,4,5,4,18,SRTF
2,3,9,10,5,16,4,3,1,9,SRTF
10,16,7,13,4,13,9,8,9,14,SJF
1,7,6,9,8,9,10,11,9,10,FCFS
7,10,1,10,7,14,3,20,4,15,SJF
8,7,4,12,8,5,10,18,2,4,SRTF
8,14,5,2,10,7,6,12,10,3,SRTF
4,5,1,20,10,17,5,11,9,15,SRTF
8,4,7,12,9,14,10,8,0,5,SRTF
1,4,6,12,2,18,3,12,2,16,SJF
0,17,5,20,5,19,6,11,5,18,SJF
7,9,4,13,6,12,10,9,6,12,FCFS
6,14,8,8,6,7,6,3,8,1,SJF
1,14,10,10,8,16,7,9,2,16,SJF
7,13,5,19,3,17,10,18,2,12,SJF
10,8,6,20,6,1,2,12,1,9,SRTF
